Accession,Source Database,Name,Tax ID,Tax Name,Length
A6H8H2,reviewed,DENN domain-containing protein 4C,10090,Mus musculus,1906
A6H8H5,reviewed,Potassium voltage-gated channel subfamily B member 2,10090,Mus musculus,907
A6PWD2,reviewed,Forkhead-associated domain-containing protein 1,10090,Mus musculus,1420
A6PWV3,reviewed,Izumo sperm-egg fusion protein 3,10090,Mus musculus,263
A6PWV5,reviewed,AT-rich interactive domain-containing protein 3C,10090,Mus musculus,409
A6PWY4,reviewed,WD repeat-containing protein 76,10090,Mus musculus,622
A6X8Z5,reviewed,Rho GTPase-activating protein 31,10090,Mus musculus,1425
A6X8Z9,reviewed,Testis-specific expressed protein 55,10090,Mus musculus,381
A6X919,reviewed,Probable C-mannosyltransferase DPY19L1,10090,Mus musculus,746
A6X935,reviewed,"Inter alpha-trypsin inhibitor, heavy chain 4",10090,Mus musculus,942
A6X942,reviewed,SH2 domain-containing protein 4B,10090,Mus musculus,431
A7DTG3,reviewed,SERTA domain-containing protein 4,10090,Mus musculus,377
A7E1Z1,reviewed,Transmembrane protein 215,10090,Mus musculus,235
A7KBS4,reviewed,Zinc finger and SCAN domain containing protein 4D,10090,Mus musculus,506
A7L9Z8,reviewed,Calcium-transporting ATPase type 2C member 2,10090,Mus musculus,944
A7M7C7,reviewed,SKI family transcriptional corepressor 2,10090,Mus musculus,1008
A7MCT6,reviewed,Ethanolamine kinase 2,10090,Mus musculus,385
A7RDN6,reviewed,Renalase,10090,Mus musculus,342
A7TZE6,reviewed,Selection and upkeep of intraepithelial T-cells protein 1,10090,Mus musculus,364
A7TZF0,reviewed,Selection and upkeep of intraepithelial T-cells protein 3,10090,Mus musculus,458
A7TZF3,reviewed,Selection and upkeep of intraepithelial T-cells protein 4,10090,Mus musculus,474
A7TZG1,reviewed,Selection and upkeep of intraepithelial T-cells protein 10,10090,Mus musculus,354
A7TZG3,reviewed,Selection and upkeep of intraepithelial T-cells protein 9,10090,Mus musculus,319
A7XUX6,reviewed,Selection and upkeep of intraepithelial T-cells protein 2,10090,Mus musculus,400
A7XUY5,reviewed,Selection and upkeep of intraepithelial T-cells protein 5,10090,Mus musculus,1461
A7XUZ6,reviewed,Selection and upkeep of intraepithelial T-cells protein 6,10090,Mus musculus,1240
A7XV04,reviewed,Selection and upkeep of intraepithelial T-cells protein 7,10090,Mus musculus,395
A7XV07,reviewed,Selection and upkeep of intraepithelial T-cells protein 8,10090,Mus musculus,398
A7XV14,reviewed,Selection and upkeep of intraepithelial T-cells protein 11,10090,Mus musculus,364
A8C756,reviewed,tRNA (32-2'-O)-methyltransferase regulator THADA,10090,Mus musculus,1938
A8E0Y8,reviewed,Immunoglobulin superfamily member 2,10090,Mus musculus,1033
A8R0V4,reviewed,Exocrine gland-secreted peptide 22,10090,Mus musculus,111
A8VU90,reviewed,Ankyrin repeat and LEM domain-containing protein 1,10090,Mus musculus,534
A8Y5H7,reviewed,SEC14-like protein 1,10090,Mus musculus,715
A9JSM3,reviewed,Transmembrane protein 238,10090,Mus musculus,176
A9Q751,reviewed,Cilia- and flagella-associated protein 221,10090,Mus musculus,836
A9Z1V5,reviewed,von Willebrand factor A domain-containing protein 5B1,10090,Mus musculus,1215
B0F2B4,reviewed,Neuroligin 4-like,10090,Mus musculus,945
B0QZF7,reviewed,Protein PROCA1,10090,Mus musculus,307
B0V2N1,reviewed,Receptor-type tyrosine-protein phosphatase S,10090,Mus musculus,1907
B1AQ75,reviewed,"Keratin, type I cuticular Ha6",10090,Mus musculus,473
B1AQJ2,reviewed,Ubiquitin carboxyl-terminal hydrolase 36,10090,Mus musculus,1098
B1AQL3,reviewed,Transmembrane protein 235,10090,Mus musculus,211
B1AR13,reviewed,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",10090,Mus musculus,137
B1ARD6,reviewed,Schlafen family member 9,10090,Mus musculus,910
B1ARD8,reviewed,Schlafen family member 8,10090,Mus musculus,910
B1ARI9,reviewed,Proline-rich protein 29,10090,Mus musculus,187
B1ARW8,reviewed,Uncharacterized protein C1orf122 homolog,10090,Mus musculus,110
B1AS29,reviewed,"Glutamate receptor ionotropic, kainate 3",10090,Mus musculus,919
B1AS42,reviewed,NADH-cytochrome b5 reductase-like,10090,Mus musculus,316
B1ASB6,reviewed,SPOC domain-containing protein 1,10090,Mus musculus,1015
B1AT66,reviewed,Monocarboxylate transporter 7,10090,Mus musculus,607
B1ATG9,reviewed,Metalloprotease TIKI2,10090,Mus musculus,517
B1AUC7,reviewed,Rho GTPase-activating protein 36,10090,Mus musculus,590
B1AUE5,reviewed,Peroxisome biogenesis factor 10,10090,Mus musculus,324
B1AUH1,reviewed,Receptor-type tyrosine-protein phosphatase U,10090,Mus musculus,1446
B1AUR6,reviewed,Protein MMS22-like,10090,Mus musculus,1238
B1AUS7,reviewed,Protein SSXA1,10090,Mus musculus,101
B1AVD1,reviewed,Xaa-Pro aminopeptidase 2,10090,Mus musculus,674
B1AVH7,reviewed,TBC1 domain family member 2A,10090,Mus musculus,922
B1AVY7,reviewed,Kinesin-like protein KIF16B,10090,Mus musculus,1312
B1AVZ0,reviewed,Uracil phosphoribosyltransferase homolog,10090,Mus musculus,310
B1AWI6,reviewed,Prostate-associated microseminoprotein,10090,Mus musculus,139
B1AWJ5,reviewed,Transmembrane protein 8B,10090,Mus musculus,472
B1AWL2,reviewed,Zinc finger protein 462,10090,Mus musculus,2495
B1AWN4,reviewed,Phospholipid-transporting ATPase VB,10090,Mus musculus,1474
B1AWN6,reviewed,Sodium channel protein type 2 subunit alpha,10090,Mus musculus,2006
B1AX39,reviewed,Zinc finger CCHC domain-containing protein 7,10090,Mus musculus,541
B1AXD8,reviewed,Akirin-2,10090,Mus musculus,201
B1AXH1,reviewed,NHS-like protein 2,10090,Mus musculus,1219
B1AXP6,reviewed,Mitochondrial import receptor subunit TOM5 homolog,10090,Mus musculus,51
B1AXV0,reviewed,DOMON domain-containing protein FRRS1L,10090,Mus musculus,293
B1AY10,reviewed,Transcriptional repressor NF-X1,10090,Mus musculus,1114
B1AY13,reviewed,Ubiquitin carboxyl-terminal hydrolase 24,10090,Mus musculus,2617
B1AY15,reviewed,Ubiquitin carboxyl-terminal hydrolase 51,10090,Mus musculus,661
B1AYB6,reviewed,Methyl-CpG-binding domain protein 5,10090,Mus musculus,1498
B1AZ99,reviewed,OTU domain-containing protein 3,10090,Mus musculus,396
B1AZA5,reviewed,Transmembrane protein 245,10090,Mus musculus,876
B1AZI6,reviewed,THO complex subunit 2,10090,Mus musculus,1594
B1AZP2,reviewed,Disks large-associated protein 4,10090,Mus musculus,992
B1B1A0,reviewed,Lethal(3)malignant brain tumor-like protein 4,10090,Mus musculus,621
B1B212,reviewed,Histocompatibility antigen 60b,10090,Mus musculus,251
B1B213,reviewed,Histocompatibility antigen 60c,10090,Mus musculus,197
B2B9E1,reviewed,Triple QxxK/R motif-containing protein,10090,Mus musculus,86
B2KF05,reviewed,Bromodomain and PHD finger-containing protein 3,10090,Mus musculus,1204
B2KFW1,reviewed,Zinc finger and SCAN domain-containing protein 20,10090,Mus musculus,1030
B2KG20,reviewed,Killer cell lectin-like receptor subfamily I member 1,10090,Mus musculus,248
B2KGE5,reviewed,Protein FAM229A,10090,Mus musculus,128
B2RPU2,reviewed,Pleckstrin homology domain-containing family D member 1,10090,Mus musculus,505
B2RPV6,reviewed,Multimerin-1,10090,Mus musculus,1210
B2RPY5,reviewed,G-protein coupled receptor 161,10090,Mus musculus,545
B2RQA1,reviewed,Potassium voltage-gated channel subfamily A member 10,10090,Mus musculus,511
B2RQC2,reviewed,Ubiquitin carboxyl-terminal hydrolase 42,10090,Mus musculus,1324
B2RQC6,reviewed,CAD protein,10090,Mus musculus,2225
B2RQE8,reviewed,Rho GTPase-activating protein 42,10090,Mus musculus,841
B2RQL2,reviewed,Storkhead-box protein 1,10090,Mus musculus,990
B2RQR8,reviewed,Endothelin-converting enzyme 2,10090,Mus musculus,763
B2RR83,reviewed,3'-5' RNA helicase YTHDC2,10090,Mus musculus,1445
B2RRD7,reviewed,Peregrin,10090,Mus musculus,1212
B2RRE4,reviewed,Zinc finger protein 518B,10090,Mus musculus,1077
B2RRE7,reviewed,OTU domain-containing protein 4,10090,Mus musculus,1107
B2RRF6,reviewed,Zinc finger protein 518A,10090,Mus musculus,1478
B2RRL2,reviewed,Jerky protein homolog-like,10090,Mus musculus,523
B2RS91,reviewed,RNA polymerase I-specific transcription initiation factor RRN3,10090,Mus musculus,656
B2RSH2,reviewed,Guanine nucleotide-binding protein G(i) subunit alpha-1,10090,Mus musculus,354
B2RTN2,reviewed,Immunoglobulin superfamily member 23,10090,Mus musculus,239
B2RU80,reviewed,Receptor-type tyrosine-protein phosphatase beta,10090,Mus musculus,1998
B2RUI1,reviewed,Zinc finger protein 551,10090,Mus musculus,696
B2RUJ5,reviewed,Amyloid-beta A4 precursor protein-binding family A member 1,10090,Mus musculus,842
B2RUP2,reviewed,Protein unc-13 homolog D,10090,Mus musculus,1085
B2RUR8,reviewed,OTU domain-containing protein 7B,10090,Mus musculus,840
B2RV46,reviewed,Spermatogenesis associated 6-like protein,10090,Mus musculus,347
B2RVL6,reviewed,Zinc finger CCHC domain-containing protein 24,10090,Mus musculus,241
B2RVW2,reviewed,Clarin-2,10090,Mus musculus,232
B2RVY9,reviewed,Transmembrane protein 182,10090,Mus musculus,229
B2RW38,reviewed,Cilia- and flagella-associated protein 58,10090,Mus musculus,873
B2RW88,reviewed,Proline-rich protein 19,10090,Mus musculus,366
B2RWJ3,reviewed,Transmembrane protein 240,10090,Mus musculus,173
B2RWS6,reviewed,Histone acetyltransferase p300,10090,Mus musculus,2412
B2RWW0,reviewed,T-cell activation Rho GTPase-activating protein,10090,Mus musculus,714
B2RX12,reviewed,ATP-binding cassette sub-family C member 3,10090,Mus musculus,1523
B2RX14,reviewed,Terminal uridylyltransferase 4,10090,Mus musculus,1644
B2RX88,reviewed,Centrosome and spindle pole associated protein 1,10090,Mus musculus,1205
B2RXA1,reviewed,PI-PLC X domain-containing protein 2,10090,Mus musculus,340
B2RXA7,reviewed,Cytochrome P450 26C1,10090,Mus musculus,518
B2RXB0,reviewed,Golgi-associated RAB2 interactor protein 1A,10090,Mus musculus,297
B2RXB2,reviewed,Heat shock factor-binding protein 1-like protein 1,10090,Mus musculus,72
B2RXC1,reviewed,Trafficking protein particle complex subunit 11,10090,Mus musculus,1133
B2RXC5,reviewed,Zinc finger protein 382,10090,Mus musculus,579
B2RXE2,reviewed,Sodium/hydrogen exchanger 5,10090,Mus musculus,898
B2RXM4,reviewed,N-terminal Xaa-Pro-Lys N-methyltransferase 2,10090,Mus musculus,283
B2RXR6,reviewed,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,10090,Mus musculus,993
B2RXS4,reviewed,Plexin-B2,10090,Mus musculus,1842
B2RXV4,reviewed,Heme transporter FLVCR1,10090,Mus musculus,560
B2RXZ1,reviewed,Poly(A)-specific ribonuclease PNLDC1,10090,Mus musculus,531
B2RY04,reviewed,Dedicator of cytokinesis protein 5,10090,Mus musculus,1868
B2RY50,reviewed,Outer dynein arm-docking complex subunit 2,10090,Mus musculus,1037
B2RY56,reviewed,RNA-binding protein 25,10090,Mus musculus,838
B2RY71,reviewed,Dynein axonemal intermediate chain 3,10090,Mus musculus,923
B2RY83,reviewed,Inactive heparanase-2,10090,Mus musculus,592
B3GLJ3,reviewed,Prostate and testis expressed protein 3,10090,Mus musculus,98
B5KM66,reviewed,Synaptonemal complex central element protein 3,10090,Mus musculus,88
B5TVM2,reviewed,Immunoglobulin-like domain-containing receptor 2,10090,Mus musculus,661
B5X0E4,reviewed,ATP-binding cassette sub-family B member 5,10090,Mus musculus,1255
B5X0G2,reviewed,Major urinary protein 17,10090,Mus musculus,180
B6A8R8,reviewed,"T-cell-interacting, activating receptor on myeloid cells protein 1",10090,Mus musculus,288
B7ZCC9,reviewed,Adhesion G-protein coupled receptor G4,10090,Mus musculus,3073
B7ZMP1,reviewed,Xaa-Pro aminopeptidase 3,10090,Mus musculus,506
B7ZNG0,reviewed,Kinesin-like protein KIF7,10090,Mus musculus,1348
B7ZNG4,reviewed,Tastin,10090,Mus musculus,668
B8JK39,reviewed,Integrin alpha-9,10090,Mus musculus,1036
B8JKV0,reviewed,Protein AMN1 homolog,10090,Mus musculus,258
B8ZXI1,reviewed,Queuine tRNA-ribosyltransferase accessory subunit 2,10090,Mus musculus,415
B9EHT4,reviewed,CAP-Gly domain-containing linker protein 3,10090,Mus musculus,547
B9EJ57,reviewed,"Transcription termination factor 1b, mitochondrial",10090,Mus musculus,379
B9EJ80,reviewed,PDZ domain-containing protein 8,10090,Mus musculus,1147
B9EJ86,reviewed,Oxysterol-binding protein-related protein 8,10090,Mus musculus,889
B9EJA2,reviewed,Cortactin-binding protein 2,10090,Mus musculus,1648
B9EJR8,reviewed,Dynein axonemal assembly factor 5,10090,Mus musculus,853
B9EJV3,reviewed,GREB1-like protein,10090,Mus musculus,1913
B9EK06,reviewed,Exocyst complex component 1-like,10090,Mus musculus,172
B9EKE5,reviewed,Ciliogenesis-associated TTC17-interacting protein,10090,Mus musculus,520
B9EKI3,reviewed,TATA element modulatory factor,10090,Mus musculus,1091
B9EKR1,reviewed,Receptor-type tyrosine-protein phosphatase zeta,10090,Mus musculus,2312
B9EKX1,reviewed,Patched domain-containing protein 4,10090,Mus musculus,904
C0HK79,reviewed,Adipocyte-related X-chromosome expressed sequence 1,10090,Mus musculus,180
C0HK80,reviewed,Adipocyte-related X-chromosome expressed sequence 2,10090,Mus musculus,180
C0HKC8,reviewed,Sperm motility kinase 3A,10090,Mus musculus,504
C0HKC9,reviewed,Sperm motility kinase 3B,10090,Mus musculus,504
C0HKD1,reviewed,Protein SPATA31F1-2,10090,Mus musculus,1308
C0HKD2,reviewed,Protein SPATA31F1-3,10090,Mus musculus,1308
C0HKD3,reviewed,Protein SPATA31F1-4,10090,Mus musculus,1308
C0HKD8,reviewed,Microfibrillar-associated protein 1A,10090,Mus musculus,439
C0HKD9,reviewed,Microfibrillar-associated protein 1B,10090,Mus musculus,439
C0HKE1,reviewed,Histone H2A type 1-B,10090,Mus musculus,130
C0HKE2,reviewed,Histone H2A type 1-C,10090,Mus musculus,130
C0HKE3,reviewed,Histone H2A type 1-D,10090,Mus musculus,130
C0HKE4,reviewed,Histone H2A type 1-E,10090,Mus musculus,130
C0HKE5,reviewed,Histone H2A type 1-G,10090,Mus musculus,130
C0HKE6,reviewed,Histone H2A type 1-I,10090,Mus musculus,130
C0HKE7,reviewed,Histone H2A type 1-N,10090,Mus musculus,130
C0HKE8,reviewed,Histone H2A type 1-O,10090,Mus musculus,130
C0HKE9,reviewed,Histone H2A type 1-P,10090,Mus musculus,130
C0HKG5,reviewed,Ribonuclease T2-A,10090,Mus musculus,259
C0HKG6,reviewed,Ribonuclease T2-B,10090,Mus musculus,259
C0LLJ0,reviewed,Importin subunit alpha-8,10090,Mus musculus,499
C3VD30,reviewed,Protein ZAR1-like,10090,Mus musculus,291
C3VPR6,reviewed,Protein NLRC5,10090,Mus musculus,1915
C6KI89,reviewed,Cation channel sperm-associated auxiliary subunit gamma 2,10090,Mus musculus,1145
C8YR32,reviewed,Lipoxygenase homology domain-containing protein 1,10090,Mus musculus,2068
D0G895,reviewed,Angiotensin-converting enzyme-like protein Ace3,10090,Mus musculus,737
D0QMC3,reviewed,Myeloid cell nuclear differentiation antigen-like protein,10090,Mus musculus,538
D0VYS2,reviewed,Heat shock factor protein 3,10090,Mus musculus,492
D2EAC2,reviewed,Zinc finger BED domain-containing protein 6,10090,Mus musculus,980
D2J0Y4,reviewed,(E2-independent) E3 ubiquitin-conjugating enzyme FATS,10090,Mus musculus,644
D3KU66,reviewed,Acetylserotonin O-methyltransferase,10090,Mus musculus,387
D3KU67,reviewed,Acetylserotonin O-methyltransferase,57486,Mus musculus molossinus,387
D3YTS9,reviewed,Testicular acid phosphatase,10090,Mus musculus,425
D3YU32,reviewed,Testis-expressed protein 13C-1,10090,Mus musculus,604
D3YU81,reviewed,DNA-binding protein RFX8,10090,Mus musculus,596
D3YUB6,reviewed,BTB/POZ domain-containing protein 8,10090,Mus musculus,1751
D3YUE4,reviewed,Protein FAM151B,10090,Mus musculus,279
D3YUG0,reviewed,Sterile alpha motif domain-containing protein 13,10090,Mus musculus,102
D3YV10,reviewed,Coiled-coil domain-containing protein 13,10090,Mus musculus,709
D3YV92,reviewed,Golgi-associated RAB2 interactor protein 2,10090,Mus musculus,440
D3YVE8,reviewed,Solute carrier family 35 member G2,10090,Mus musculus,412
D3YVF0,reviewed,A-kinase anchor protein 5,10090,Mus musculus,745
D3YVL2,reviewed,Cilia- and flagella-associated protein 70,10090,Mus musculus,1141
D3YWE6,reviewed,Transcriptional activator MN1,10090,Mus musculus,1297
D3YWJ0,reviewed,Nuclear GTPase SLIP-GC,10090,Mus musculus,796
D3YWP0,reviewed,EEF1A lysine methyltransferase 3,10090,Mus musculus,232
D3YWQ0,reviewed,Diacylglycerol kinase iota,10090,Mus musculus,1071
D3YX43,reviewed,V-set and immunoglobulin domain-containing protein 10,10090,Mus musculus,558
D3YXG0,reviewed,Hemicentin-1,10090,Mus musculus,5634
D3YXJ0,reviewed,Diacylglycerol kinase eta,10090,Mus musculus,1211
D3YXK1,reviewed,Sterile alpha motif domain-containing protein 1,10090,Mus musculus,519
D3YXK2,reviewed,Scaffold attachment factor B1,10090,Mus musculus,937
D3YXS5,reviewed,Kinesin-like protein KIF28,10090,Mus musculus,1028
D3YY23,reviewed,LON peptidase N-terminal domain and RING finger protein 1,10090,Mus musculus,762
D3YY91,reviewed,Leucine-rich repeat protein 1,10090,Mus musculus,422
D3YYI7,reviewed,E3 ubiquitin-protein ligase RNF217,10090,Mus musculus,515
D3YYM0,reviewed,Putative transcription factor ovo-like protein 3,10090,Mus musculus,189
D3YYM4,reviewed,WD repeat-containing protein 72,10090,Mus musculus,1114
D3YYU8,reviewed,Obscurin-like protein 1,10090,Mus musculus,1804
D3YZF7,reviewed,V-set and immunoglobulin domain-containing protein 10-like,10090,Mus musculus,868
D3YZG8,reviewed,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial",10090,Mus musculus,338
D3YZI9,reviewed,PiggyBac transposable element-derived protein 5,10090,Mus musculus,523
D3YZP9,reviewed,Coiled-coil domain-containing protein 6,10090,Mus musculus,469
D3YZU1,reviewed,SH3 and multiple ankyrin repeat domains protein 1,10090,Mus musculus,2167
D3YZV8,reviewed,Coiled-coil domain-containing protein 8 homolog,10090,Mus musculus,685
D3YZZ2,reviewed,Transforming growth factor-beta receptor type 3-like protein,10090,Mus musculus,297
D3Z070,reviewed,Putative uncharacterized protein C19orf81 homolog,10090,Mus musculus,196
D3Z0R2,reviewed,Protein phosphatase 1 regulatory subunit 36,10090,Mus musculus,411
D3Z120,reviewed,Forkhead box protein I3,10090,Mus musculus,399
D3Z1D3,reviewed,Cardiac-enriched FHL2-interacting protein,10090,Mus musculus,1412
D3Z1Q2,reviewed,Melanocortin-2 receptor accessory protein 2,10090,Mus musculus,207
D3Z1U7,reviewed,Transmembrane protein 233,10090,Mus musculus,110
D3Z291,reviewed,Calcium homeostasis modulator protein 1,10090,Mus musculus,348
D3Z2R5,reviewed,Selenoprotein N,10090,Mus musculus,557
D3Z2X2,reviewed,Dynein heavy chain domain-containing protein 1,10090,Mus musculus,4749
D3Z338,reviewed,Cation channel sperm-associated auxiliary subunit TMEM262,10090,Mus musculus,116
D3Z3C6,reviewed,AN1-type zinc finger protein 4,10090,Mus musculus,739
D3Z3I0,reviewed,Cell division cycle protein 20 homolog B,10090,Mus musculus,519
D3Z3K2,reviewed,E3 ubiquitin-protein ligase CCNB1IP1,10090,Mus musculus,276
D3Z423,reviewed,RING finger protein 212B,10090,Mus musculus,297
D3Z4I3,reviewed,RNA-binding protein 24,10090,Mus musculus,236
D3Z4R1,reviewed,Probable ATP-dependent DNA helicase HFM1,10090,Mus musculus,1434
